iso_code,continent,location,date,new_cases
PAN,North America,Panama,3/2/22,232
PAN,North America,Panama,3/3/22,454
PAN,North America,Panama,3/4/22,522
PAN,North America,Panama,3/5/22,426
PAN,North America,Panama,3/6/22,0
PAN,North America,Panama,3/7/22,443
PAN,North America,Panama,3/8/22,382
PAN,North America,Panama,3/9/22,301
PAN,North America,Panama,3/10/22,310
PAN,North America,Panama,3/11/22,301
PAN,North America,Panama,3/12/22,0
PAN,North America,Panama,3/13/22,412
PAN,North America,Panama,3/14/22,146
PAN,North America,Panama,3/15/22,323
PAN,North America,Panama,3/16/22,300
PAN,North America,Panama,3/17/22,330
PAN,North America,Panama,3/18/22,269
PAN,North America,Panama,3/19/22,0
PAN,North America,Panama,3/20/22,504
PAN,North America,Panama,3/21/22,0
PAN,North America,Panama,3/22/22,500
PAN,North America,Panama,3/23/22,386
PAN,North America,Panama,3/24/22,341
PAN,North America,Panama,3/25/22,290
PAN,North America,Panama,3/26/22,255
PAN,North America,Panama,3/27/22,203
PAN,North America,Panama,3/28/22,125
PAN,North America,Panama,3/29/22,325
PAN,North America,Panama,3/30/22,310
PAN,North America,Panama,3/31/22,293
PAN,North America,Panama,4/1/22,295
PAN,North America,Panama,4/2/22,0
PAN,North America,Panama,4/3/22,382
PAN,North America,Panama,4/4/22,124
PAN,North America,Panama,4/5/22,340
PAN,North America,Panama,4/6/22,253
PAN,North America,Panama,4/7/22,247
PAN,North America,Panama,4/8/22,327
PAN,North America,Panama,4/9/22,0
PAN,North America,Panama,4/10/22,427
PAN,North America,Panama,4/11/22,0
PAN,North America,Panama,4/12/22,136
PAN,North America,Panama,4/13/22,768
PAN,North America,Panama,4/14/22,364
PAN,North America,Panama,4/15/22,271
PAN,North America,Panama,4/16/22,0
PAN,North America,Panama,4/17/22,324
PAN,North America,Panama,4/18/22,184
PAN,North America,Panama,4/19/22,479
PAN,North America,Panama,4/20/22,519
PAN,North America,Panama,4/21/22,487
PAN,North America,Panama,4/22/22,542
PAN,North America,Panama,4/23/22,481
PAN,North America,Panama,4/24/22,333
PAN,North America,Panama,4/25/22,267
PAN,North America,Panama,4/26/22,744
PAN,North America,Panama,4/27/22,845
PAN,North America,Panama,4/28/22,874
PAN,North America,Panama,4/29/22,939
PAN,North America,Panama,4/30/22,932
PAN,North America,Panama,5/1/22,700
PAN,North America,Panama,5/2/22,538
PAN,North America,Panama,5/3/22,652
PAN,North America,Panama,5/4/22,1838
PAN,North America,Panama,5/5/22,2117
PAN,North America,Panama,5/6/22,1919
PAN,North America,Panama,5/7/22,2672
PAN,North America,Panama,5/8/22,1615
PAN,North America,Panama,5/9/22,1359
PAN,North America,Panama,5/10/22,3307
PAN,North America,Panama,5/11/22,3324
PAN,North America,Panama,5/12/22,3514
PAN,North America,Panama,5/13/22,3248
PAN,North America,Panama,5/14/22,3054
PAN,North America,Panama,5/15/22,2166
PAN,North America,Panama,5/16/22,1799
PAN,North America,Panama,5/17/22,0
PAN,North America,Panama,5/18/22,7416
PAN,North America,Panama,5/19/22,3842
PAN,North America,Panama,5/20/22,3417
PAN,North America,Panama,5/21/22,3203
PAN,North America,Panama,5/22/22,2167
PAN,North America,Panama,5/23/22,1758
PAN,North America,Panama,5/24/22,3876
PAN,North America,Panama,5/25/22,3825
PAN,North America,Panama,5/26/22,3951
PAN,North America,Panama,5/27/22,3678
PAN,North America,Panama,5/28/22,3109
PAN,North America,Panama,5/29/22,2123
PAN,North America,Panama,5/30/22,1842
PAN,North America,Panama,5/31/22,3819
PAN,North America,Panama,6/1/22,3443
PAN,North America,Panama,6/2/22,3789
PAN,North America,Panama,6/3/22,3296
PAN,North America,Panama,6/4/22,3056
PAN,North America,Panama,6/5/22,1942
PAN,North America,Panama,6/6/22,1692
PAN,North America,Panama,6/7/22,3523
PAN,North America,Panama,6/8/22,3244
PAN,North America,Panama,6/9/22,2793
PAN,North America,Panama,6/10/22,2591
PAN,North America,Panama,6/11/22,2323
PAN,North America,Panama,6/12/22,1389
PAN,North America,Panama,6/13/22,1106
PAN,North America,Panama,6/14/22,2389
PAN,North America,Panama,6/15/22,2080
PAN,North America,Panama,6/16/22,1958
PAN,North America,Panama,6/17/22,1451
PAN,North America,Panama,6/18/22,2053
PAN,North America,Panama,6/19/22,1143
PAN,North America,Panama,6/20/22,826
PAN,North America,Panama,6/21/22,2080
PAN,North America,Panama,6/22/22,1957
PAN,North America,Panama,6/23/22,2130
PAN,North America,Panama,6/24/22,1826
